;;;;;;;;;;x
USA_1;Alaska;x
USA_78;Washington;x
USA_81;Oregon;x
USA_91;Idaho;x
USA_106;Colorado;x
USA_111;Wyoming;x
USA_116;Montana;x
USA_118;North Dakota;x
USA_121;South Dakota;x
USA_124;Nebraska;x
USA_126;Kansas;x
USA_129;Oklahoma;x
USA_139;Louisiana;x
USA_144;Arkansas;x
USA_148;Missouri;x
USA_151;Iowa;x
USA_158;Minnesota;x
SPA_2209;Cuba;x
ENG_203;Caribbean Islands;x
USA_162;Wisconsin;x
USA_168;Illinois;x
USA_170;Indiana;x
USA_176;Michigan;x
USA_178;Ohio;x
USA_185;Kentucky;x
USA_188;Tennessee;x
USA_194;Mississippi;x
USA_196;Alabama;x
USA_200;Florida;x
USA_201;Georgia;x
USA_211;Virginia;x
REMOVE_USA_220;West Virginia;x
USA_223;Pennsylvania;x
USA_231;New Jersey;x
USA_232;New York;x
USA_243;Massachusetts;x
USA_247;New England;x
USA_2556;North Carolina;x
ENG_6;Yukon Territory;x
ENG_9;Northwest Territories;x
ENG_13;British Columbia;x
ENG_22;Alberta;x
ENG_30;Saskatchewan;x
ENG_36;Manitoba;x
ENG_44;Nunavut Territory;x
ENG_46;Ontario;x
ENG_58;Quebec;x
ENG_74;Newfoundland;x
TEX_132;Texas;x
UCA_2186;Guatemala;x
UCA_2191;Honduras;x
UCA_2197;Nicaragua;x
UCA_2201;Costa Rica;x
CLM_1723;Panama;x
SPA_2209;Greater Antilles;x
URU_2344;Uruguay;x
ECU_2279;Ecuador;x
HAI_2213;Hispaniola;x
MEX_85;California;x
MEX_100;Arizona;x
MEX_103;New Mexico;x
MEX_94;Nevada-Utah;x
FRA_77;Saint Pierre and Miquelon;x
ENG_2224;West Indies;x
REMOVE_ENG_203;North Caribbean Islands;x
ENG_2228;Lesser Antilles;x
MEX_2138;Sonora;x
MEX_2142;Chihuahua;x
MEX_2151;Durango;x
MEX_2146;Nuevo León;x
MEX_2173;Zacatecas;x
MEX_2161;Jalisco;x
MEX_2170;Morelia;x
MEX_2162;México;x
MEX_2183;Yucatán;x
CLM_2251;Antioquía;x
CLM_2247;Cundinamarca;x
CLM_2262;Guaviare;x
CLM_2256;Valle del Cauca;x
BRZ_2401;Amazonas;x
VNZ_2234;Zulia;x
VNZ_2265;Miranda;x
VNZ_2278;Bolívar;x
ENG_1979;Guayana;x
PEU_2289;Pastaza;x
BRZ_2408;Pará;x
